timestamp,update_num,policy_loss,value_loss,entropy,approx_kl,clip_fraction,explained_variance,buffer_avg_reward,buffer_win_rate,cumulative_pnl,cumulative_trades,cumulative_win_rate
2025-12-30T01:27:36.771312,1,-0.10414602770470083,808.9330419242382,1.0394659340381622,-0.0012603970244526863,0.16796875,0.07178191265467826,-0.6465127244287824,0.97265625,-63.75,88,0.29545454545454547
2025-12-30T01:28:58.646882,2,-0.11728278547525406,2.572227580845356,1.0609144017100334,0.011305233027087525,0.163671875,-0.32728641029614813,-0.006386640025793346,0.970703125,-65.0,175,0.21142857142857144
2025-12-30T01:30:19.239696,3,-0.10926810186356306,20.478711307048798,1.0353654325008392,0.017503879586001858,0.0908203125,-0.042571807538458684,0.17138126577658086,0.986328125,-46.0,256,0.203125
2025-12-30T01:31:41.481206,4,-0.10956650143489241,13.642730236053467,1.0620143428444861,0.001817388879135251,0.048046875,0.06600229267180424,0.138820795318813,0.978515625,-29.75,336,0.21428571428571427
2025-12-30T01:33:03.395691,5,-0.12504325667396188,23.951692509651185,1.0695646181702614,0.00792593996739015,0.1529296875,0.10370912680225264,0.023056268835242515,0.96875,-27.250000000000004,430,0.21395348837209302
2025-12-30T01:34:31.748036,6,-0.10719464129457872,22.814103205998737,1.071865479151408,0.014732572444093725,0.08333333333333333,0.01170451340850509,0.1822609872078179,0.970703125,-4.250000000000011,515,0.229126213592233
2025-12-30T01:36:01.261015,7,-0.11754441307857633,6.818547283113003,1.0853779107332229,0.01182805827120319,0.1169921875,0.11669042352345671,0.11508300557316554,0.96484375,10.750000000000004,626,0.22523961661341854
2025-12-30T01:37:23.736859,8,-0.11423197411932051,29.87010431289673,1.0840955898165703,0.013334033224964514,0.06005859375,0.08687616445758561,-0.1798600150876704,0.91015625,-15.249999999999998,742,0.22506738544474394
2025-12-30T01:38:44.658052,9,-0.11320545068010687,14.13329707980156,1.083714874088764,0.0023941700579598545,0.1265625,0.08516386028861578,0.013481691206109417,0.962890625,-11.999999999999996,866,0.21478060046189376
2025-12-30T01:40:08.406271,10,-0.11432695984840394,4.8444992244243625,1.0800877556204795,0.011581085168290883,0.137890625,-0.09311400570482475,-0.017749722389210243,0.97265625,-14.74999999999999,976,0.20799180327868852
2025-12-30T01:41:30.830098,11,-0.11728893052786589,0.528136496245861,1.0589395761489868,0.013804959680419416,0.112109375,0.03293300345571193,0.00786369925678551,0.978515625,-13.99999999999999,1097,0.19416590701914313
2025-12-30T01:42:53.131158,12,-0.10929243328670661,0.48518703132867813,1.062689132988453,0.012997652617438385,0.08430989583333333,0.051915703067681784,0.0004812614336239952,0.986328125,-14.24999999999999,1208,0.1837748344370861
2025-12-30T01:44:14.134350,13,-0.11318000708706677,0.40478641353547573,1.080535651743412,0.006275961303617805,0.081640625,-0.03825444623612295,0.002773272673293584,0.990234375,-14.174999999999992,1323,0.17157974300831444
2025-12-30T01:45:39.282876,14,-0.11152344951406121,26.670706434547903,1.0660693153738976,0.006478261476149783,0.1009765625,0.18337939332873687,-0.09698053989128655,0.982421875,-27.649999999999995,1442,0.16712898751733704
2025-12-30T01:47:01.008705,15,-0.10397047533964117,23.249421576658886,1.0061050144334633,0.014716645237058401,0.099609375,0.055464986649637726,0.24711041835543957,0.974609375,6.100000000000004,1568,0.17091836734693877
2025-12-30T01:48:23.567441,16,-0.10487029422074556,16.42884018421173,1.0356491327285766,0.0139810960739851,0.151953125,0.08257745603540234,-0.18751348102870963,0.943359375,-22.649999999999977,1709,0.1708601521357519
2025-12-30T01:49:43.739199,17,-0.1073304467368871,25.35293333530426,1.043563711643219,0.0048673621728084985,0.2125,0.05482061041852826,0.07394659041330422,0.9609375,-10.15000000000001,1833,0.1740316421167485
2025-12-30T01:51:04.873195,18,-0.10738750407472253,5.867888483405113,1.0648292422294616,0.0007468841853551566,0.1111328125,0.06258005439983128,0.006714569177818361,0.958984375,-9.400000000000006,1960,0.17142857142857143
2025-12-30T01:52:27.035959,19,-0.10326988841407,24.938291954994202,1.041762140393257,0.005907657102216035,0.1013671875,0.18145869764204292,0.0954118459050696,0.939453125,5.099999999999984,2079,0.17652717652717653
2025-12-30T01:53:47.748797,20,-0.11038675089366734,17.740236377716066,1.040543293952942,0.012781046342570334,0.157421875,0.07953548021926315,-0.09662406202577088,0.96875,-8.400000000000027,2189,0.17587939698492464
2025-12-30T01:55:09.559396,21,-0.11858887877315283,17.949068078398703,1.0370728507637978,0.012889213219750673,0.18515625,0.11611791221868517,0.13811410222224843,0.95703125,11.349999999999975,2335,0.17644539614561028
2025-12-30T01:56:31.234231,22,-0.10945721445605158,6.570797628164291,1.0326695024967194,0.009169491985812784,0.112109375,0.1002182120470605,0.03076293707332696,0.697265625,15.849999999999977,2471,0.17685147713476326
2025-12-30T01:57:53.955847,23,-0.10106421899981796,2.8828200697898865,1.0207866080105306,0.008057426882442088,0.0787109375,-0.01294847850525227,-0.03238675940647114,0.439453125,10.849999999999977,2600,0.17346153846153847
2025-12-30T01:59:13.577419,24,-0.10569348460994661,0.31043948959559203,1.0522764787077903,0.004737399739678949,0.09765625,-0.6969092335003115,-0.003079577112630269,0.98828125,10.349999999999977,2727,0.16721672167216722
2025-12-30T02:00:40.384322,25,-0.11317931059747935,3.404165531694889,1.0777780011296272,0.015730964264366775,0.0791015625,0.056731872400972216,-0.042058026802360156,0.9765625,3.599999999999965,2840,0.1637323943661972
2025-12-30T02:02:01.044417,26,-0.11605707220733166,8.320250862836838,1.0825386300683022,0.007026844203937799,0.1708984375,0.06726345661303157,0.0037947940982666945,0.97265625,4.349999999999963,2948,0.16485753052917232
2025-12-30T02:03:26.455290,27,-0.12408086960203946,5.6690714180469515,1.0925727114081383,0.00485822856426239,0.1763671875,0.024792340423103743,-0.023808016271984558,0.951171875,0.599999999999941,3061,0.16399869323750407
2025-12-30T02:04:46.713555,28,-0.11808552178554237,14.638582050800323,1.0939751803874969,0.0082353311823681,0.08046875,0.11189201176731267,-0.11427321677709501,0.955078125,-17.650000000000063,3181,0.16378497327884314
2025-12-30T02:06:09.000629,29,-0.11542334663681686,14.666051226854325,1.0842703625559806,0.007822835620027035,0.01875,0.08707500383957567,0.16035872854166008,0.96875,7.599999999999947,3288,0.16362530413625304
2025-12-30T02:07:29.256989,30,-0.11025100923143327,8.245349916815758,1.0761781603097915,0.01079171577002853,0.0966796875,0.08060676951474599,0.02526274682677844,0.853515625,11.599999999999957,3400,0.16441176470588234
2025-12-30T02:08:55.330441,31,-0.11616848232224583,4.2482076555490496,1.0694582551717757,0.011239548749290406,0.084765625,0.09803973267201849,0.026957015231214982,0.724609375,15.849999999999955,3522,0.16496308915388982
2025-12-30T02:10:18.144882,32,-0.10986288441345096,3.9669103041291236,1.04307814091444,0.006265117140719667,0.0529296875,0.09620031154329822,-0.02858684011148693,0.17578125,11.349999999999945,3646,0.16127262753702687
2025-12-30T02:11:39.045513,33,-0.10643603634089231,21.090055525302887,1.031604914367199,0.011154488247120753,0.0857421875,0.07308308258669649,0.0012385617380012695,0.521484375,11.599999999999948,3754,0.161427810335642
2025-12-30T02:13:04.196611,34,-0.09924769657664001,8.597041898965836,1.037662024796009,0.006688222009688616,0.054296875,0.08208969740622618,0.036997349504265496,0.361328125,17.599999999999937,3879,0.1613817994328435
2025-12-30T02:14:26.435856,35,-0.11269312899094075,0.08863928460050374,1.0209287907928228,0.010027616488514468,0.033203125,0.1218632817961921,-0.0033131889364838244,0.00390625,17.09999999999994,4002,0.15692153923038482
2025-12-30T02:15:54.993675,36,-0.10532107180915773,15.42872858941555,0.9679041139781475,0.008844164962647482,0.063671875,0.08879863022865231,0.03358959537084266,0.041015625,23.099999999999945,4133,0.15581901766271475
